Region,Region name,Year,Symbol,Value,Label,Unit
BG,Bulgaria,1965,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1965,R_C,49.419548504549915,Average rate on cropland,kg N/ha
BG,Bulgaria,1965,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1966,Q,281.7,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1966,Q_C,281.7,Quantity applied on cropland,Gg N
BG,Bulgaria,1966,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1966,R_C,64.77285121778301,Average rate on cropland,kg N/ha
BG,Bulgaria,1966,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1967,Q,323.2,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1967,Q_C,323.2,Quantity applied on cropland,Gg N
BG,Bulgaria,1967,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1967,R_C,75.37590842795662,Average rate on cropland,kg N/ha
BG,Bulgaria,1967,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1968,Q,390.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1968,Q_C,390.0,Quantity applied on cropland,Gg N
BG,Bulgaria,1968,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1968,R_C,93.21697706757595,Average rate on cropland,kg N/ha
BG,Bulgaria,1968,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1969,Q,386.9,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1969,Q_C,386.9,Quantity applied on cropland,Gg N
BG,Bulgaria,1969,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1969,R_C,94.17321625135729,Average rate on cropland,kg N/ha
BG,Bulgaria,1969,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1970,Q,378.8,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1970,Q_C,378.8,Quantity applied on cropland,Gg N
BG,Bulgaria,1970,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1970,R_C,92.58416983367685,Average rate on cropland,kg N/ha
BG,Bulgaria,1970,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1971,Q,321.8,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1971,Q_C,321.8,Quantity applied on cropland,Gg N
BG,Bulgaria,1971,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1971,R_C,78.71323265639128,Average rate on cropland,kg N/ha
BG,Bulgaria,1971,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1972,Q,353.7,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1972,Q_C,353.7,Quantity applied on cropland,Gg N
BG,Bulgaria,1972,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1972,R_C,86.44442716587665,Average rate on cropland,kg N/ha
BG,Bulgaria,1972,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1973,Q,350.3,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1973,Q_C,350.3,Quantity applied on cropland,Gg N
BG,Bulgaria,1973,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1973,R_C,86.8226034048302,Average rate on cropland,kg N/ha
BG,Bulgaria,1973,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1974,Q,373.5,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1974,Q_C,373.5,Quantity applied on cropland,Gg N
BG,Bulgaria,1974,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1974,R_C,89.87231483805951,Average rate on cropland,kg N/ha
BG,Bulgaria,1974,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1975,Q,425.2,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1975,Q_C,425.2,Quantity applied on cropland,Gg N
BG,Bulgaria,1975,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1975,R_C,103.12246467014361,Average rate on cropland,kg N/ha
BG,Bulgaria,1975,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1976,Q,408.6,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1976,Q_C,408.6,Quantity applied on cropland,Gg N
BG,Bulgaria,1976,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1976,R_C,98.49545766566256,Average rate on cropland,kg N/ha
BG,Bulgaria,1976,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1977,Q,395.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1977,Q_C,395.0,Quantity applied on cropland,Gg N
BG,Bulgaria,1977,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1977,R_C,95.58063565377893,Average rate on cropland,kg N/ha
BG,Bulgaria,1977,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1978,Q,403.6,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1978,Q_C,403.6,Quantity applied on cropland,Gg N
BG,Bulgaria,1978,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1978,R_C,97.99847715591022,Average rate on cropland,kg N/ha
BG,Bulgaria,1978,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1979,Q,466.8,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1979,Q_C,466.8,Quantity applied on cropland,Gg N
BG,Bulgaria,1979,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1979,R_C,113.6038925271049,Average rate on cropland,kg N/ha
BG,Bulgaria,1979,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1980,Q,489.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1980,Q_C,489.0,Quantity applied on cropland,Gg N
BG,Bulgaria,1980,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1980,R_C,120.36984377229815,Average rate on cropland,kg N/ha
BG,Bulgaria,1980,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1981,Q,559.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1981,Q_C,559.0,Quantity applied on cropland,Gg N
BG,Bulgaria,1981,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1981,R_C,136.5466803968933,Average rate on cropland,kg N/ha
BG,Bulgaria,1981,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1982,Q,535.6,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1982,Q_C,535.6,Quantity applied on cropland,Gg N
BG,Bulgaria,1982,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1982,R_C,130.62276124907882,Average rate on cropland,kg N/ha
BG,Bulgaria,1982,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1983,Q,550.3,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1983,Q_C,550.3,Quantity applied on cropland,Gg N
BG,Bulgaria,1983,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1983,R_C,135.99275758483122,Average rate on cropland,kg N/ha
BG,Bulgaria,1983,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1984,Q,479.4,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1984,Q_C,479.4,Quantity applied on cropland,Gg N
BG,Bulgaria,1984,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1984,R_C,118.51778952718439,Average rate on cropland,kg N/ha
BG,Bulgaria,1984,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1985,Q,499.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1985,Q_C,499.0,Quantity applied on cropland,Gg N
BG,Bulgaria,1985,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1985,R_C,124.14181657150013,Average rate on cropland,kg N/ha
BG,Bulgaria,1985,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1986,Q,478.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1986,Q_C,478.0,Quantity applied on cropland,Gg N
BG,Bulgaria,1986,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1986,R_C,119.08109101388668,Average rate on cropland,kg N/ha
BG,Bulgaria,1986,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1987,Q,469.4,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1987,Q_C,469.4,Quantity applied on cropland,Gg N
BG,Bulgaria,1987,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1987,R_C,117.56700819424006,Average rate on cropland,kg N/ha
BG,Bulgaria,1987,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1988,Q,548.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1988,Q_C,548.0,Quantity applied on cropland,Gg N
BG,Bulgaria,1988,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1988,R_C,137.00336149984793,Average rate on cropland,kg N/ha
BG,Bulgaria,1988,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1989,Q,495.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1989,Q_C,495.0,Quantity applied on cropland,Gg N
BG,Bulgaria,1989,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1989,R_C,123.78481398002863,Average rate on cropland,kg N/ha
BG,Bulgaria,1989,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1990,Q,452.9,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1990,Q_C,452.9,Quantity applied on cropland,Gg N
BG,Bulgaria,1990,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1990,R_C,112.73951834247019,Average rate on cropland,kg N/ha
BG,Bulgaria,1990,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1991,Q,377.3,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1991,Q_C,377.3,Quantity applied on cropland,Gg N
BG,Bulgaria,1991,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1991,R_C,94.05314266775828,Average rate on cropland,kg N/ha
BG,Bulgaria,1991,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1992,Q,189.2,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1992,Q_C,189.2,Quantity applied on cropland,Gg N
BG,Bulgaria,1992,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1992,R_C,46.09273483434654,Average rate on cropland,kg N/ha
BG,Bulgaria,1992,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1993,Q,166.1,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1993,Q_C,166.1,Quantity applied on cropland,Gg N
BG,Bulgaria,1993,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1993,R_C,43.08025658561992,Average rate on cropland,kg N/ha
BG,Bulgaria,1993,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1994,Q,207.7,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1994,Q_C,207.7,Quantity applied on cropland,Gg N
BG,Bulgaria,1994,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1994,R_C,56.999719046572956,Average rate on cropland,kg N/ha
BG,Bulgaria,1994,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1995,Q,112.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1995,Q_C,112.0,Quantity applied on cropland,Gg N
BG,Bulgaria,1995,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1995,R_C,31.346054460379793,Average rate on cropland,kg N/ha
BG,Bulgaria,1995,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1996,Q,152.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1996,Q_C,152.0,Quantity applied on cropland,Gg N
BG,Bulgaria,1996,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1996,R_C,48.76796362540741,Average rate on cropland,kg N/ha
BG,Bulgaria,1996,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1997,Q,157.8,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1997,Q_C,157.8,Quantity applied on cropland,Gg N
BG,Bulgaria,1997,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1997,R_C,47.61391157182904,Average rate on cropland,kg N/ha
BG,Bulgaria,1997,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1998,Q,135.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1998,Q_C,135.0,Quantity applied on cropland,Gg N
BG,Bulgaria,1998,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1998,R_C,40.538565644615396,Average rate on cropland,kg N/ha
BG,Bulgaria,1998,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,1999,Q,110.6,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,1999,Q_C,110.6,Quantity applied on cropland,Gg N
BG,Bulgaria,1999,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,1999,R_C,35.40905939171679,Average rate on cropland,kg N/ha
BG,Bulgaria,1999,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2000,Q,144.9,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2000,Q_C,144.9,Quantity applied on cropland,Gg N
BG,Bulgaria,2000,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2000,R_C,47.86760229827893,Average rate on cropland,kg N/ha
BG,Bulgaria,2000,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2001,Q,150.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2001,Q_C,150.0,Quantity applied on cropland,Gg N
BG,Bulgaria,2001,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2001,R_C,47.71980114872543,Average rate on cropland,kg N/ha
BG,Bulgaria,2001,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2002,Q,130.4,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2002,Q_C,130.4,Quantity applied on cropland,Gg N
BG,Bulgaria,2002,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2002,R_C,40.36949430002816,Average rate on cropland,kg N/ha
BG,Bulgaria,2002,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2003,Q,134.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2003,Q_C,134.0,Quantity applied on cropland,Gg N
BG,Bulgaria,2003,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2003,R_C,46.24662905937603,Average rate on cropland,kg N/ha
BG,Bulgaria,2003,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2004,Q,133.5,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2004,Q_C,133.5,Quantity applied on cropland,Gg N
BG,Bulgaria,2004,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2004,R_C,44.25261987422285,Average rate on cropland,kg N/ha
BG,Bulgaria,2004,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2005,Q,136.8,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2005,Q_C,136.8,Quantity applied on cropland,Gg N
BG,Bulgaria,2005,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2005,R_C,48.350932001064685,Average rate on cropland,kg N/ha
BG,Bulgaria,2005,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2006,Q,138.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2006,Q_C,138.0,Quantity applied on cropland,Gg N
BG,Bulgaria,2006,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2006,R_C,50.63780140164694,Average rate on cropland,kg N/ha
BG,Bulgaria,2006,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2007,Q,157.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2007,Q_C,157.0,Quantity applied on cropland,Gg N
BG,Bulgaria,2007,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2007,R_C,60.32054528613795,Average rate on cropland,kg N/ha
BG,Bulgaria,2007,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2008,Q,178.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2008,Q_C,178.0,Quantity applied on cropland,Gg N
BG,Bulgaria,2008,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2008,R_C,60.808773122812724,Average rate on cropland,kg N/ha
BG,Bulgaria,2008,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2009,Q,199.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2009,Q_C,199.0,Quantity applied on cropland,Gg N
BG,Bulgaria,2009,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2009,R_C,65.94972839833174,Average rate on cropland,kg N/ha
BG,Bulgaria,2009,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2010,Q,187.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2010,Q_C,187.0,Quantity applied on cropland,Gg N
BG,Bulgaria,2010,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2010,R_C,60.45650060441601,Average rate on cropland,kg N/ha
BG,Bulgaria,2010,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2011,Q,191.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2011,Q_C,191.0,Quantity applied on cropland,Gg N
BG,Bulgaria,2011,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2011,R_C,61.75622303947808,Average rate on cropland,kg N/ha
BG,Bulgaria,2011,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2012,Q,245.0,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2012,Q_C,245.0,Quantity applied on cropland,Gg N
BG,Bulgaria,2012,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2012,R_C,78.38212734056918,Average rate on cropland,kg N/ha
BG,Bulgaria,2012,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2013,Q,292.38100000000003,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2013,Q_C,292.38100000000003,Quantity applied on cropland,Gg N
BG,Bulgaria,2013,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2013,R_C,88.80146681761313,Average rate on cropland,kg N/ha
BG,Bulgaria,2013,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2014,Q,296.591,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2014,Q_C,296.591,Quantity applied on cropland,Gg N
BG,Bulgaria,2014,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2014,R_C,91.13173795518763,Average rate on cropland,kg N/ha
BG,Bulgaria,2014,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2015,Q,329.546,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2015,Q_C,329.546,Quantity applied on cropland,Gg N
BG,Bulgaria,2015,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2015,R_C,104.20355484512233,Average rate on cropland,kg N/ha
BG,Bulgaria,2015,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2016,Q,333.62,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2016,Q_C,333.62,Quantity applied on cropland,Gg N
BG,Bulgaria,2016,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2016,R_C,104.72269536945825,Average rate on cropland,kg N/ha
BG,Bulgaria,2016,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2017,Q,349.387,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2017,Q_C,349.387,Quantity applied on cropland,Gg N
BG,Bulgaria,2017,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2017,R_C,109.63030497406507,Average rate on cropland,kg N/ha
BG,Bulgaria,2017,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2018,Q,349.937,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2018,Q_C,349.937,Quantity applied on cropland,Gg N
BG,Bulgaria,2018,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2018,R_C,110.63312509484545,Average rate on cropland,kg N/ha
BG,Bulgaria,2018,R_PG,0.0,Average rate on permanent grassland,kg N/ha
BG,Bulgaria,2019,Q,349.937,Total quantity of synthetic N fertilizer applied,Gg N
BG,Bulgaria,2019,Q_C,349.937,Quantity applied on cropland,Gg N
BG,Bulgaria,2019,Q_PG,0.0,Quantity applied on permanent grassland,Gg N
BG,Bulgaria,2019,R_C,109.6252647143591,Average rate on cropland,kg N/ha
BG,Bulgaria,2019,R_PG,0.0,Average rate on permanent grassland,kg N/ha
CZ,Czechia,1993,Q,203.161,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,1993,Q_C,196.72003108954678,Quantity applied on cropland,Gg N
CZ,Czechia,1993,Q_PG,6.440968910453209,Quantity applied on permanent grassland,Gg N
CZ,Czechia,1993,R_C,60.479373220667775,Average rate on cropland,kg N/ha
CZ,Czechia,1993,R_PG,7.377971260542049,Average rate on permanent grassland,kg N/ha
CZ,Czechia,1994,Q,239.4,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,1994,Q_C,231.5942646235145,Quantity applied on cropland,Gg N
CZ,Czechia,1994,Q_PG,7.80573537648551,Quantity applied on permanent grassland,Gg N
CZ,Czechia,1994,R_C,71.89424709594252,Average rate on cropland,kg N/ha
CZ,Czechia,1994,R_PG,8.77048918706237,Average rate on permanent grassland,kg N/ha
CZ,Czechia,1995,Q,232.7,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,1995,Q_C,224.945442339271,Quantity applied on cropland,Gg N
CZ,Czechia,1995,Q_PG,7.754557660728975,Quantity applied on permanent grassland,Gg N
CZ,Czechia,1995,R_C,70.47268438546882,Average rate on cropland,kg N/ha
CZ,Czechia,1995,R_PG,8.59707057730485,Average rate on permanent grassland,kg N/ha
CZ,Czechia,1996,Q,262.3,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,1996,Q_C,253.07068190967163,Quantity applied on cropland,Gg N
CZ,Czechia,1996,Q_PG,9.229318090328388,Quantity applied on permanent grassland,Gg N
CZ,Czechia,1996,R_C,79.97399669614303,Average rate on cropland,kg N/ha
CZ,Czechia,1996,R_PG,9.7561502011928,Average rate on permanent grassland,kg N/ha
CZ,Czechia,1997,Q,225.9,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,1997,Q_C,217.8750834877419,Quantity applied on cropland,Gg N
CZ,Czechia,1997,Q_PG,8.024916512258093,Quantity applied on permanent grassland,Gg N
CZ,Czechia,1997,R_C,69.02683246852484,Average rate on cropland,kg N/ha
CZ,Czechia,1997,R_PG,8.420688890092437,Average rate on permanent grassland,kg N/ha
CZ,Czechia,1998,Q,218.8,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,1998,Q_C,211.0511728029546,Quantity applied on cropland,Gg N
CZ,Czechia,1998,Q_PG,7.748827197045424,Quantity applied on permanent grassland,Gg N
CZ,Czechia,1998,R_C,67.0743263363988,Average rate on cropland,kg N/ha
CZ,Czechia,1998,R_PG,8.182499680090205,Average rate on permanent grassland,kg N/ha
CZ,Czechia,1999,Q,209.6,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,1999,Q_C,202.19512744105975,Quantity applied on cropland,Gg N
CZ,Czechia,1999,Q_PG,7.404872558940252,Quantity applied on permanent grassland,Gg N
CZ,Czechia,1999,R_C,63.8946220806652,Average rate on cropland,kg N/ha
CZ,Czechia,1999,R_PG,7.794602693621319,Average rate on permanent grassland,kg N/ha
CZ,Czechia,2000,Q,262.1,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,2000,Q_C,252.61973814282723,Quantity applied on cropland,Gg N
CZ,Czechia,2000,Q_PG,9.480261857172785,Quantity applied on permanent grassland,Gg N
CZ,Czechia,2000,R_C,80.8662433022299,Average rate on cropland,kg N/ha
CZ,Czechia,2000,R_PG,9.864996729628288,Average rate on permanent grassland,kg N/ha
CZ,Czechia,2001,Q,310.6,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,2001,Q_C,300.8994618501492,Quantity applied on cropland,Gg N
CZ,Czechia,2001,Q_PG,9.700538149850825,Quantity applied on permanent grassland,Gg N
CZ,Czechia,2001,R_C,98.78028392519361,Average rate on cropland,kg N/ha
CZ,Czechia,2001,R_PG,10.041964958437708,Average rate on permanent grassland,kg N/ha
CZ,Czechia,2002,Q,289.1,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,2002,Q_C,281.1128585708034,Quantity applied on cropland,Gg N
CZ,Czechia,2002,Q_PG,7.987141429196639,Quantity applied on permanent grassland,Gg N
CZ,Czechia,2002,R_C,101.45596799932034,Average rate on cropland,kg N/ha
CZ,Czechia,2002,R_PG,8.251179162393223,Average rate on permanent grassland,kg N/ha
CZ,Czechia,2003,Q,303.8,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,2003,Q_C,297.15530387528315,Quantity applied on cropland,Gg N
CZ,Czechia,2003,Q_PG,6.644696124716853,Quantity applied on permanent grassland,Gg N
CZ,Czechia,2003,R_C,112.19053340028452,Average rate on cropland,kg N/ha
CZ,Czechia,2003,R_PG,6.84314739929645,Average rate on permanent grassland,kg N/ha
CZ,Czechia,2004,Q,292.9,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,2004,Q_C,288.7465596252829,Quantity applied on cropland,Gg N
CZ,Czechia,2004,Q_PG,4.153440374717094,Quantity applied on permanent grassland,Gg N
CZ,Czechia,2004,R_C,105.08320075005814,Average rate on cropland,kg N/ha
CZ,Czechia,2004,R_PG,4.2730868052645,Average rate on permanent grassland,kg N/ha
CZ,Czechia,2005,Q,289.0,Total quantity of synthetic N fertilizer applied,Gg N
CZ,Czechia,2005,Q_C,286.92794703213104,Quantity applied on cropland,Gg N
CZ,Czechia,2005,Q_PG,2.072052967868931,Quantity applied on permanent grassland,Gg N
