"","year","Cropland Fraction","source","ISO3_code","Country"
"11455",2005,"0.174134","Bodirskywithoutforage","NLD","Netherlands"
"11456",2005,"0.512975","Bodirskywithoutforage","NZL","New Zealand"
"11457",2005,"0.289261","Bodirskywithoutforage","NIC","Nicaragua"
"11458",2005,"3.55348","Bodirskywithoutforage","NER","Niger"
"11459",2005,"0.6641","Bodirskywithoutforage","NGA","Nigeria"
"11460",2005,"0.397936","Bodirskywithoutforage","NOR","Norway"
"11461",2005,"0.952022","Bodirskywithoutforage","PAK","Pakistan"
"11462",2005,"1.735177","Bodirskywithoutforage","PAN","Panama"
"11463",2005,"0.889242","Bodirskywithoutforage","PNG","Papua New Guinea"
"11464",2005,"0.561189","Bodirskywithoutforage","PRY","Paraguay"
"11465",2005,"0.958868","Bodirskywithoutforage","PER","Peru"
"11466",2005,"0.84791","Bodirskywithoutforage","PHL","Philippines"
"11467",2005,"0.685573","Bodirskywithoutforage","POL","Poland"
"11468",2005,"0.269922","Bodirskywithoutforage","PRT","Portugal"
"11469",2005,"0.66854","Bodirskywithoutforage","KOR","South Korea"
"11470",2005,"0.679289","Bodirskywithoutforage","ROU","Romania"
"11471",2005,"5.107084","Bodirskywithoutforage","RWA","Rwanda"
"11472",2005,"0.910345","Bodirskywithoutforage","SAU","Saudi Arabia"
"11473",2005,"0.902083","Bodirskywithoutforage","SEN","Senegal"
"11474",2005,"38.999998","Bodirskywithoutforage","SLE","Sierra Leone"
"11475",2005,"0.751416","Bodirskywithoutforage","ZAF","South Africa"
"11476",2005,"0.835827","Bodirskywithoutforage","ESP","Spain"
"11477",2005,"0.765604","Bodirskywithoutforage","LKA","Sri Lanka"
"11478",2005,"1.347771","Bodirskywithoutforage","SDN","Sudan"
"11479",2005,"0.35","Bodirskywithoutforage","SWZ","Eswatini"
"11480",2005,"0.589358","Bodirskywithoutforage","SWE","Sweden"
"11481",2005,"0.41859","Bodirskywithoutforage","CHE","Switzerland"
"11482",2005,"1.009514","Bodirskywithoutforage","SYR","Syria"
"11483",2005,"0.880886","Bodirskywithoutforage","THA","Thailand"
"11484",2005,"0.566531","Bodirskywithoutforage","TGO","Togo"
"11485",2005,"0.679758","Bodirskywithoutforage","TUN","Tunisia"
"11486",2005,"0.908352","Bodirskywithoutforage","TUR","Turkey"
"11487",2005,"7.913111","Bodirskywithoutforage","UGA","Uganda"
"11488",2005,"0.070228","Bodirskywithoutforage","ARE","United Arab Emirates"
"11489",2005,"0.470733","Bodirskywithoutforage","GBR","United Kingdom"
"11490",2005,"0.900686","Bodirskywithoutforage","TZA","Tanzania"
"11491",2005,"0.656046","Bodirskywithoutforage","USA","United States"
"11492",2005,"0.680797","Bodirskywithoutforage","URY","Uruguay"
"11493",2005,"0.91","Bodirskywithoutforage","VEN","Venezuela"
"11494",2005,"1.030472","Bodirskywithoutforage","VNM","Vietnam"
"11495",2005,"4.20255","Bodirskywithoutforage","YEM","Yemen"
"11496",2005,"0.245948","Bodirskywithoutforage","ZMB","Zambia"
"11497",2005,"0.413198","Bodirskywithoutforage","ZWE","Zimbabwe"
"11498",2005,"1.316747","Bodirskywithoutforage","ETH","Ethiopia"
"11499",2005,"0.867727","Bodirskywithoutforage","RUS","Russia"
"11500",2005,"0.719596","Bodirskywithoutforage","ARG","Argentina"
"11961",2010,"0.189353","Bodirskywithoutforage","ALB","Albania"
"11962",2010,"0.984087","Bodirskywithoutforage","DZA","Algeria"
"11963",2010,"1.191778","Bodirskywithoutforage","AGO","Angola"
"11964",2010,"0.425814","Bodirskywithoutforage","AUS","Australia"
"11965",2010,"0.986556","Bodirskywithoutforage","AUT","Austria"
"11966",2010,"1.049592","Bodirskywithoutforage","BGD","Bangladesh"
"11967",2010,"0.678864","Bodirskywithoutforage","BEN","Benin"
"11968",2010,"1.020408","Bodirskywithoutforage","BTN","Bhutan"
"11969",2010,"3.39021","Bodirskywithoutforage","BOL","Bolivia"
"11970",2010,"0.090275","Bodirskywithoutforage","BWA","Botswana"
"11971",2010,"0.853318","Bodirskywithoutforage","BRA","Brazil"
"11972",2010,"0.665829","Bodirskywithoutforage","BGR","Bulgaria"
"11973",2010,"0.335587","Bodirskywithoutforage","BFA","Burkina Faso"
"11974",2010,"4.016478","Bodirskywithoutforage","BDI","Burundi"
"11975",2010,"0.746357","Bodirskywithoutforage","CMR","Cameroon"
"11976",2010,"0.717453","Bodirskywithoutforage","CAN","Canada"
"11977",2010,"17.593719","Bodirskywithoutforage","CAF","Central African Republic"
"11978",2010,"0.954546","Bodirskywithoutforage","TCD","Chad"
"11979",2010,"0.427016","Bodirskywithoutforage","CHL","Chile"
"11980",2010,"1.029629","Bodirskywithoutforage","CHN","China"
"11981",2010,"0.668418","Bodirskywithoutforage","COL","Colombia"
"11982",2010,"6","Bodirskywithoutforage","COM","Comoros"
"11983",2010,"35.454546","Bodirskywithoutforage","COG","Congo - Brazzaville"
"11984",2010,"1.09469","Bodirskywithoutforage","CRI","Costa Rica"
"11985",2010,"1.126541","Bodirskywithoutforage","CUB","Cuba"
"11986",2010,"1.478072","Bodirskywithoutforage","CIV","Côte d’Ivoire"
"11987",2010,"12.232677","Bodirskywithoutforage","COD","Congo - Kinshasa"
"11988",2010,"0.778047","Bodirskywithoutforage","DNK","Denmark"
"11989",2010,"1.115324","Bodirskywithoutforage","DOM","Dominican Republic"
"11990",2010,"0.828431","Bodirskywithoutforage","ECU","Ecuador"
"11991",2010,"0.583331","Bodirskywithoutforage","EGY","Egypt"
"11992",2010,"0.636588","Bodirskywithoutforage","SLV","El Salvador"
"11993",2010,"0.574949","Bodirskywithoutforage","FJI","Fiji"
"11994",2010,"0.315256","Bodirskywithoutforage","FIN","Finland"
"11995",2010,"0.689598","Bodirskywithoutforage","FRA","France"
"11996",2010,"2.529511","Bodirskywithoutforage","GAB","Gabon"
"11997",2010,"0.840336","Bodirskywithoutforage","GMB","Gambia"
"11998",2010,"0.496183","Bodirskywithoutforage","DEU","Germany"
"11999",2010,"0.873767","Bodirskywithoutforage","GHA","Ghana"
"12000",2010,"0.911892","Bodirskywithoutforage","GRC","Greece"
"12001",2010,"0.77671","Bodirskywithoutforage","GTM","Guatemala"
"12002",2010,"3.797469","Bodirskywithoutforage","GIN","Guinea"
"12003",2010,"1.4","Bodirskywithoutforage","GNB","Guinea-Bissau"
"12004",2010,"0.32541","Bodirskywithoutforage","GUY","Guyana"
"12005",2010,"1.007075","Bodirskywithoutforage","HND","Honduras"
"12006",2010,"0.84573","Bodirskywithoutforage","HUN","Hungary"
"12007",2010,"0.875447","Bodirskywithoutforage","IND","India"
"12008",2010,"1.013656","Bodirskywithoutforage","IDN","Indonesia"
"12009",2010,"0.85563","Bodirskywithoutforage","IRN","Iran"
"12010",2010,"0.939369","Bodirskywithoutforage","ISR","Israel"
"12011",2010,"0.77457","Bodirskywithoutforage","ITA","Italy"
"12012",2010,"0.365063","Bodirskywithoutforage","JPN","Japan"
"12013",2010,"0.612839","Bodirskywithoutforage","JOR","Jordan"
"12014",2010,"1.431034","Bodirskywithoutforage","KEN","Kenya"
"12015",2010,"0.964475","Bodirskywithoutforage","LAO","Laos"
"12016",2010,"1.143006","Bodirskywithoutforage","LBN","Lebanon"
"12017",2010,"0.366599","Bodirskywithoutforage","LSO","Lesotho"
"12019",2010,"4.107036","Bodirskywithoutforage","MDG","Madagascar"
"12020",2010,"0.138813","Bodirskywithoutforage","MWI","Malawi"
"12021",2010,"0.753727","Bodirskywithoutforage","MYS","Malaysia"
"12022",2010,"0.172031","Bodirskywithoutforage","MLI","Mali"
"12023",2010,"1.103448","Bodirskywithoutforage","MRT","Mauritania"
"12024",2010,"0.851614","Bodirskywithoutforage","MEX","Mexico"
"12025",2010,"0.235691","Bodirskywithoutforage","MNG","Mongolia"
"12026",2010,"0.812611","Bodirskywithoutforage","MAR","Morocco"
"12027",2010,"0.495563","Bodirskywithoutforage","MOZ","Mozambique"
"12028",2010,"0.666901","Bodirskywithoutforage","NAM","Namibia"
"12029",2010,"0.346913","Bodirskywithoutforage","NPL","Nepal"
"12030",2010,"0.199856","Bodirskywithoutforage","NLD","Netherlands"
"12031",2010,"0.793916","Bodirskywithoutforage","NZL","New Zealand"
"12032",2010,"1.249279","Bodirskywithoutforage","NIC","Nicaragua"
"12033",2010,"3.023401","Bodirskywithoutforage","NER","Niger"
"12034",2010,"1.939191","Bodirskywithoutforage","NGA","Nigeria"
"12035",2010,"0.449028","Bodirskywithoutforage","NOR","Norway"
"12036",2010,"0.880254","Bodirskywithoutforage","PAK","Pakistan"
"12037",2010,"1.046248","Bodirskywithoutforage","PAN","Panama"
"12038",2010,"0.701403","Bodirskywithoutforage","PNG","Papua New Guinea"
"12039",2010,"0.307248","Bodirskywithoutforage","PRY","Paraguay"
"12040",2010,"0.798381","Bodirskywithoutforage","PER","Peru"
"12041",2010,"0.670077","Bodirskywithoutforage","PHL","Philippines"
"12042",2010,"0.690025","Bodirskywithoutforage","POL","Poland"
"12043",2010,"0.294868","Bodirskywithoutforage","PRT","Portugal"
"12044",2010,"1.035554","Bodirskywithoutforage","KOR","South Korea"
"12045",2010,"1.015611","Bodirskywithoutforage","ROU","Romania"
"12046",2010,"96.808502","Bodirskywithoutforage","RWA","Rwanda"
"12047",2010,"0.834844","Bodirskywithoutforage","SAU","Saudi Arabia"
"12048",2010,"0.404858","Bodirskywithoutforage","SEN","Senegal"
"12049",2010,"56.999994","Bodirskywithoutforage","SLE","Sierra Leone"
"12050",2010,"0.753061","Bodirskywithoutforage","ZAF","South Africa"
"12051",2010,"0.878936","Bodirskywithoutforage","ESP","Spain"
"12052",2010,"1.051801","Bodirskywithoutforage","LKA","Sri Lanka"
"12053",2010,"0.507877","Bodirskywithoutforage","SDN","Sudan"
"12054",2010,"0.55","Bodirskywithoutforage","SWZ","Eswatini"
"12055",2010,"0.536692","Bodirskywithoutforage","SWE","Sweden"
"12056",2010,"0.274661","Bodirskywithoutforage","CHE","Switzerland"
"12057",2010,"1.524008","Bodirskywithoutforage","SYR","Syria"
"12058",2010,"0.715082","Bodirskywithoutforage","THA","Thailand"
"12059",2010,"0.62859","Bodirskywithoutforage","TGO","Togo"
"12060",2010,"0.508535","Bodirskywithoutforage","TUN","Tunisia"
"12061",2010,"0.846551","Bodirskywithoutforage","TUR","Turkey"
"12062",2010,"4.728244","Bodirskywithoutforage","UGA","Uganda"
"12063",2010,"0.433127","Bodirskywithoutforage","ARE","United Arab Emirates"
"12064",2010,"0.464007","Bodirskywithoutforage","GBR","United Kingdom"
"12065",2010,"1.069599","Bodirskywithoutforage","TZA","Tanzania"
"12066",2010,"0.749827","Bodirskywithoutforage","USA","United States"
"12067",2010,"0.365735","Bodirskywithoutforage","URY","Uruguay"
"12068",2010,"0.642742","Bodirskywithoutforage","VEN","Venezuela"
"12069",2010,"0.987599","Bodirskywithoutforage","VNM","Vietnam"
"12070",2010,"1.856651","Bodirskywithoutforage","YEM","Yemen"
"12071",2010,"0.346574","Bodirskywithoutforage","ZMB","Zambia"
"12072",2010,"0.56736","Bodirskywithoutforage","ZWE","Zimbabwe"
"12073",2010,"0.672485","Bodirskywithoutforage","ETH","Ethiopia"
"12074",2010,"0.881844","Bodirskywithoutforage","RUS","Russia"
"12075",2010,"0.763768","Bodirskywithoutforage","ARG","Argentina"
"17136",2000,"0.922902","Changetal.","ALB","Albania"
"17137",2000,"1.020604","Changetal.","DZA","Algeria"
"17138",2000,"1.338432","Changetal.","AGO","Angola"
"17139",2000,"0.978295","Changetal.","AUS","Australia"
"17140",2000,"0.870914","Changetal.","AUT","Austria"
"17141",2000,"0.948614","Changetal.","BGD","Bangladesh"
"17142",2000,"1.541343","Changetal.","BEN","Benin"
"17144",2000,"1.124234","Changetal.","BOL","Bolivia"
"17145",2000,"0.863816","Changetal.","BWA","Botswana"
"17146",2000,"1.037744","Changetal.","BRA","Brazil"
"17147",2000,"0.979534","Changetal.","BGR","Bulgaria"
"17148",2000,"0.911133","Changetal.","BFA","Burkina Faso"
"17149",2000,"1.196883","Changetal.","BDI","Burundi"
"17150",2000,"0.987379","Changetal.","CMR","Cameroon"
"17151",2000,"1.037832","Changetal.","CAN","Canada"
"17152",2000,"0.908624","Changetal.","CAF","Central African Republic"
"17153",2000,"0.877538","Changetal.","TCD","Chad"
"17154",2000,"0.736357","Changetal.","CHL","Chile"
"17155",2000,"1.062142","Changetal.","CHN","China"
"17156",2000,"0.985804","Changetal.","COL","Colombia"
"17158",2000,"1.100544","Changetal.","COG","Congo - Brazzaville"
"17159",2000,"1.069118","Changetal.","CRI","Costa Rica"
"17160",2000,"1.013148","Changetal.","CUB","Cuba"
"17161",2000,"1.03145","Changetal.","CIV","Côte d’Ivoire"
"17162",2000,"2.085256","Changetal.","COD","Congo - Kinshasa"
"17163",2000,"0.887478","Changetal.","DNK","Denmark"
"17164",2000,"0.978365","Changetal.","DOM","Dominican Republic"
"17165",2000,"1.326189","Changetal.","ECU","Ecuador"
"17166",2000,"0.953752","Changetal.","EGY","Egypt"
"17167",2000,"0.979331","Changetal.","SLV","El Salvador"
"17169",2000,"0.552276","Changetal.","FIN","Finland"
"17170",2000,"0.737189","Changetal.","FRA","France"
"17171",2000,"0.995386","Changetal.","GAB","Gabon"
"17172",2000,"1.481868","Changetal.","GMB","Gambia"
"17173",2000,"0.744547","Changetal.","DEU","Germany"
"17174",2000,"1.363677","Changetal.","GHA","Ghana"
"17175",2000,"0.968137","Changetal.","GRC","Greece"
"17176",2000,"0.837332","Changetal.","GTM","Guatemala"
"17177",2000,"0.93935","Changetal.","GIN","Guinea"
"17178",2000,"0.832194","Changetal.","GNB","Guinea-Bissau"
"17179",2000,"1.211726","Changetal.","GUY","Guyana"
"17180",2000,"0.992777","Changetal.","HND","Honduras"
"17181",2000,"1.034539","Changetal.","HUN","Hungary"
"17182",2000,"1.050796","Changetal.","IND","India"
"17183",2000,"1.043345","Changetal.","IDN","Indonesia"
"17184",2000,"1.040759","Changetal.","IRN","Iran"
"17185",2000,"1.018174","Changetal.","ISR","Israel"
"17186",2000,"0.94276","Changetal.","ITA","Italy"
"17187",2000,"0.77555","Changetal.","JPN","Japan"
"17188",2000,"0.641745","Changetal.","JOR","Jordan"
"17189",2000,"0.933497","Changetal.","KEN","Kenya"
"17190",2000,"1.920803","Changetal.","LAO","Laos"
"17191",2000,"0.869846","Changetal.","LBN","Lebanon"
"17192",2000,"0.960701","Changetal.","LSO","Lesotho"
"17194",2000,"1.001918","Changetal.","MDG","Madagascar"
"17195",2000,"0.890312","Changetal.","MWI","Malawi"
"17196",2000,"1.063406","Changetal.","MYS","Malaysia"
"17197",2000,"1.162889","Changetal.","MLI","Mali"
"17199",2000,"0.950484","Changetal.","MEX","Mexico"
"17200",2000,"0.837092","Changetal.","MNG","Mongolia"
"17201",2000,"0.811524","Changetal.","MAR","Morocco"
"17202",2000,"1.137527","Changetal.","MOZ","Mozambique"
"17203",2000,"1.097142","Changetal.","NAM","Namibia"
"17204",2000,"1.241629","Changetal.","NPL","Nepal"
"17205",2000,"0.267241","Changetal.","NLD","Netherlands"
"17206",2000,"0.206098","Changetal.","NZL","New Zealand"
"17207",2000,"1.106596","Changetal.","NIC","Nicaragua"
"17208",2000,"0.933723","Changetal.","NER","Niger"
"17209",2000,"1.123774","Changetal.","NGA","Nigeria"
"17210",2000,"0.815095","Changetal.","NOR","Norway"
"17211",2000,"0.994953","Changetal.","PAK","Pakistan"
"17212",2000,"1.155563","Changetal.","PAN","Panama"
"17213",2000,"0.867141","Changetal.","PNG","Papua New Guinea"
"17214",2000,"1.240399","Changetal.","PRY","Paraguay"
"17215",2000,"0.905302","Changetal.","PER","Peru"
"17216",2000,"0.936264","Changetal.","PHL","Philippines"
"17217",2000,"0.774773","Changetal.","POL","Poland"
"17218",2000,"1.008398","Changetal.","PRT","Portugal"
"17219",2000,"0.970851","Changetal.","KOR","South Korea"
"17220",2000,"1.039878","Changetal.","ROU","Romania"
"17221",2000,"1.145926","Changetal.","RWA","Rwanda"
"17222",2000,"0.812426","Changetal.","SAU","Saudi Arabia"
"17223",2000,"0.826752","Changetal.","SEN","Senegal"
"17224",2000,"1.12147","Changetal.","SLE","Sierra Leone"
"17225",2000,"0.972112","Changetal.","ZAF","South Africa"
"17226",2000,"1.010824","Changetal.","ESP","Spain"
"17227",2000,"1.023444","Changetal.","LKA","Sri Lanka"
"17228",2000,"1.25775","Changetal.","SDN","Sudan"
"17230",2000,"0.91737","Changetal.","SWE","Sweden"
"17231",2000,"0.857712","Changetal.","CHE","Switzerland"
"17232",2000,"0.953544","Changetal.","SYR","Syria"
"17233",2000,"1.093036","Changetal.","THA","Thailand"
"17234",2000,"1.206387","Changetal.","TGO","Togo"
"17235",2000,"1.00943","Changetal.","TUN","Tunisia"
"17236",2000,"0.984852","Changetal.","TUR","Turkey"
"17237",2000,"0.902433","Changetal.","UGA","Uganda"
"17238",2000,"0.040312","Changetal.","ARE","United Arab Emirates"
"17239",2000,"0.557492","Changetal.","GBR","United Kingdom"
"17240",2000,"1.032424","Changetal.","TZA","Tanzania"
"17241",2000,"1.029973","Changetal.","USA","United States"
"17242",2000,"0.978211","Changetal.","URY","Uruguay"
"17243",2000,"0.620792","Changetal.","VEN","Venezuela"
"17244",2000,"0.934399","Changetal.","VNM","Vietnam"
"17245",2000,"0.995881","Changetal.","YEM","Yemen"
"17246",2000,"1.487808","Changetal.","ZMB","Zambia"
"17247",2000,"0.995345","Changetal.","ZWE","Zimbabwe"
"17248",2000,"1.06268","Changetal.","ETH","Ethiopia"
"17249",2000,"1.05583","Changetal.","RUS","Russia"
"17250",2000,"0.988658","Changetal.","ARG","Argentina"
"18286",2010,"0.440966","Changetal.","ALB","Albania"
"18287",2010,"0.803494","Changetal.","DZA","Algeria"
"18288",2010,"0.107882","Changetal.","AGO","Angola"
"18289",2010,"0.914579","Changetal.","AUS","Australia"
"18290",2010,"0.985311","Changetal.","AUT","Austria"
"18291",2010,"0.937299","Changetal.","BGD","Bangladesh"
"18292",2010,"1.824754","Changetal.","BEN","Benin"
"18293",2010,"0.438947","Changetal.","BTN","Bhutan"
"18294",2010,"0.201413","Changetal.","BOL","Bolivia"
"18295",2010,"0.177624","Changetal.","BWA","Botswana"
"18296",2010,"0.936326","Changetal.","BRA","Brazil"
"18297",2010,"0.74726","Changetal.","BGR","Bulgaria"
"18298",2010,"0.218466","Changetal.","BFA","Burkina Faso"
"18299",2010,"0.924472","Changetal.","BDI","Burundi"
"18300",2010,"0.837098","Changetal.","CMR","Cameroon"
"18301",2010,"1.021323","Changetal.","CAN","Canada"
"18302",2010,"0.819798","Changetal.","CAF","Central African Republic"
"18303",2010,"0.877538","Changetal.","TCD","Chad"
"18304",2010,"0.475278","Changetal.","CHL","Chile"
"18305",2010,"0.989501","Changetal.","CHN","China"
"18306",2010,"0.662441","Changetal.","COL","Colombia"
"18308",2010,"20.00989","Changetal.","COG","Congo - Brazzaville"
"18309",2010,"1.18782","Changetal.","CRI","Costa Rica"
"18310",2010,"1.332839","Changetal.","CUB","Cuba"
"18311",2010,"1.181434","Changetal.","CIV","Côte d’Ivoire"
"18312",2010,"0.133785","Changetal.","COD","Congo - Kinshasa"
"18313",2010,"0.916495","Changetal.","DNK","Denmark"
"18314",2010,"0.955179","Changetal.","DOM","Dominican Republic"
"18315",2010,"0.906526","Changetal.","ECU","Ecuador"
"18316",2010,"0.771495","Changetal.","EGY","Egypt"
"18317",2010,"0.585613","Changetal.","SLV","El Salvador"
"18319",2010,"0.322791","Changetal.","FIN","Finland"
"18320",2010,"0.702215","Changetal.","FRA","France"
"18321",2010,"0.167856","Changetal.","GAB","Gabon"
"18322",2010,"0.498107","Changetal.","GMB","Gambia"
"18323",2010,"0.638589","Changetal.","DEU","Germany"
"18324",2010,"0.387002","Changetal.","GHA","Ghana"
"18325",2010,"0.987623","Changetal.","GRC","Greece"
"18326",2010,"0.76959","Changetal.","GTM","Guatemala"
"18327",2010,"0.371578","Changetal.","GIN","Guinea"
"18328",2010,"0.832194","Changetal.","GNB","Guinea-Bissau"
"18329",2010,"0.920366","Changetal.","GUY","Guyana"
"18330",2010,"2.679824","Changetal.","HND","Honduras"
"18331",2010,"1.038597","Changetal.","HUN","Hungary"
"18332",2010,"1.019966","Changetal.","IND","India"
"18333",2010,"1.08342","Changetal.","IDN","Indonesia"
"18334",2010,"1.107839","Changetal.","IRN","Iran"
"18335",2010,"1.511835","Changetal.","ISR","Israel"
"18336",2010,"1.08209","Changetal.","ITA","Italy"
"18337",2010,"0.616358","Changetal.","JPN","Japan"
"18338",2010,"0.330046","Changetal.","JOR","Jordan"
"18339",2010,"1.357927","Changetal.","KEN","Kenya"
"18340",2010,"0.996372","Changetal.","LAO","Laos"
"18341",2010,"1.04464","Changetal.","LBN","Lebanon"
"18342",2010,"0.669165","Changetal.","LSO","Lesotho"
"18344",2010,"0.830863","Changetal.","MDG","Madagascar"
"18345",2010,"0.319001","Changetal.","MWI","Malawi"
"18346",2010,"0.833749","Changetal.","MYS","Malaysia"
"18347",2010,"0.189737","Changetal.","MLI","Mali"
"18348",2010,"0.966703","Changetal.","MRT","Mauritania"
"18349",2010,"1.053479","Changetal.","MEX","Mexico"
"18350",2010,"0.258127","Changetal.","MNG","Mongolia"
"18351",2010,"0.765965","Changetal.","MAR","Morocco"
"18352",2010,"0.254328","Changetal.","MOZ","Mozambique"
"18353",2010,"0.03851","Changetal.","NAM","Namibia"
"18354",2010,"0.553774","Changetal.","NPL","Nepal"
"18355",2010,"0.367832","Changetal.","NLD","Netherlands"
"18356",2010,"0.65475","Changetal.","NZL","New Zealand"
"18357",2010,"1.116103","Changetal.","NIC","Nicaragua"
"18358",2010,"0.487648","Changetal.","NER","Niger"
"18359",2010,"1.476061","Changetal.","NGA","Nigeria"
"18360",2010,"0.828598","Changetal.","NOR","Norway"
"18361",2010,"0.966121","Changetal.","PAK","Pakistan"
"18362",2010,"0.818326","Changetal.","PAN","Panama"
"18363",2010,"0.255233","Changetal.","PNG","Papua New Guinea"
"18364",2010,"0.490918","Changetal.","PRY","Paraguay"
"18365",2010,"0.940572","Changetal.","PER","Peru"
"18366",2010,"0.736609","Changetal.","PHL","Philippines"
"18367",2010,"0.855101","Changetal.","POL","Poland"
"18368",2010,"0.679516","Changetal.","PRT","Portugal"
"18369",2010,"1.319443","Changetal.","KOR","South Korea"
"18370",2010,"1.414069","Changetal.","ROU","Romania"
"18371",2010,"1.21907","Changetal.","RWA","Rwanda"
"18372",2010,"1.263083","Changetal.","SAU","Saudi Arabia"
"18373",2010,"0.916974","Changetal.","SEN","Senegal"
"18374",2010,"0.560735","Changetal.","SLE","Sierra Leone"
"18375",2010,"1.004465","Changetal.","ZAF","South Africa"
"18376",2010,"0.90003","Changetal.","ESP","Spain"
"18377",2010,"1.06409","Changetal.","LKA","Sri Lanka"
"18378",2010,"0.498833","Changetal.","SDN","Sudan"
"18380",2010,"0.93695","Changetal.","SWE","Sweden"
"18381",2010,"0.561867","Changetal.","CHE","Switzerland"
"18382",2010,"1.481524","Changetal.","SYR","Syria"
"18383",2010,"0.794838","Changetal.","THA","Thailand"
"18384",2010,"1.172001","Changetal.","TGO","Togo"
"18385",2010,"0.636248","Changetal.","TUN","Tunisia"
"18386",2010,"0.964866","Changetal.","TUR","Turkey"
"18387",2010,"0.480844","Changetal.","UGA","Uganda"
"18388",2010,"0.03683","Changetal.","ARE","United Arab Emirates"
"18389",2010,"0.399477","Changetal.","GBR","United Kingdom"
"18390",2010,"0.786894","Changetal.","TZA","Tanzania"
"18391",2010,"1.025496","Changetal.","USA","United States"
"18392",2010,"0.480574","Changetal.","URY","Uruguay"
"18393",2010,"0.606911","Changetal.","VEN","Venezuela"
"18394",2010,"1.026896","Changetal.","VNM","Vietnam"
"18395",2010,"0.62026","Changetal.","YEM","Yemen"
"18396",2010,"0.837395","Changetal.","ZMB","Zambia"
"18397",2010,"0.498214","Changetal.","ZWE","Zimbabwe"
"18398",2010,"0.73323","Changetal.","ETH","Ethiopia"
"18399",2010,"1.21431","Changetal.","RUS","Russia"
"18400",2010,"0.923145","Changetal.","ARG","Argentina"
"18976",1961,"1.000289","ConantandDorich","ALB","Albania"
"18977",1961,"1.001786","ConantandDorich","DZA","Algeria"
"18978",1961,"1.007136","ConantandDorich","AGO","Angola"
"18979",1961,"0.99956","ConantandDorich","AUS","Australia"
"18980",1961,"1.000044","ConantandDorich","AUT","Austria"
"18981",1961,"0.997603","ConantandDorich","BGD","Bangladesh"
"18982",1961,"0.886727","ConantandDorich","BEN","Benin"
"18984",1961,"1.008571","ConantandDorich","BOL","Bolivia"
"18985",1961,"1.000008","ConantandDorich","BWA","Botswana"
"18986",1961,"1.000898","ConantandDorich","BRA","Brazil"
"18987",1961,"1.000186","ConantandDorich","BGR","Bulgaria"
"18990",1961,"1.002092","ConantandDorich","CMR","Cameroon"
"18991",1961,"1.000038","ConantandDorich","CAN","Canada"
"18994",1961,"0.999635","ConantandDorich","CHL","Chile"
"18995",1961,"1.0003","ConantandDorich","CHN","China"
"18996",1961,"1.00003","ConantandDorich","COL","Colombia"
"18998",1961,"1.00223","ConantandDorich","COG","Congo - Brazzaville"
"18999",1961,"1.000288","ConantandDorich","CRI","Costa Rica"
"19000",1961,"0.99984","ConantandDorich","CUB","Cuba"
"19002",1961,"0.938167","ConantandDorich","COD","Congo - Kinshasa"
"19003",1961,"1.000047","ConantandDorich","DNK","Denmark"
"19004",1961,"1.000174","ConantandDorich","DOM","Dominican Republic"
"19005",1961,"1.00105","ConantandDorich","ECU","Ecuador"
"19006",1961,"1.00001","ConantandDorich","EGY","Egypt"
"19007",1961,"1.000024","ConantandDorich","SLV","El Salvador"
"19008",1961,"1.000511","ConantandDorich","FJI","Fiji"
"19009",1961,"0.999997","ConantandDorich","FIN","Finland"
"19010",1961,"0.99994","ConantandDorich","FRA","France"
"19013",1961,"1.000014","ConantandDorich","DEU","Germany"
"19014",1961,"0.970691","ConantandDorich","GHA","Ghana"
"19015",1961,"1.000091","ConantandDorich","GRC","Greece"
"19016",1961,"0.999946","ConantandDorich","GTM","Guatemala"
"19017",1961,"1.0058","ConantandDorich","GIN","Guinea"
"19019",1961,"0.999807","ConantandDorich","GUY","Guyana"
"19020",1961,"0.999905","ConantandDorich","HND","Honduras"
"19021",1961,"0.999835","ConantandDorich","HUN","Hungary"
"19022",1961,"0.999014","ConantandDorich","IND","India"
"19023",1961,"0.999793","ConantandDorich","IDN","Indonesia"
"19024",1961,"0.995698","ConantandDorich","IRN","Iran"
"19025",1961,"1.000151","ConantandDorich","ISR","Israel"
"19026",1961,"1.000029","ConantandDorich","ITA","Italy"
"19027",1961,"0.99999","ConantandDorich","JPN","Japan"
"19028",1961,"1.002323","ConantandDorich","JOR","Jordan"
"19029",1961,"1.00345","ConantandDorich","KEN","Kenya"
"19031",1961,"0.999746","ConantandDorich","LBN","Lebanon"
"19034",1961,"0.991534","ConantandDorich","MDG","Madagascar"
"19035",1961,"0.9982","ConantandDorich","MWI","Malawi"
"19036",1961,"1.000058","ConantandDorich","MYS","Malaysia"
"19037",1961,"0.925143","ConantandDorich","MLI","Mali"
"19039",1961,"1.000387","ConantandDorich","MEX","Mexico"
"19041",1961,"0.999367","ConantandDorich","MAR","Morocco"
"19042",1961,"0.999289","ConantandDorich","MOZ","Mozambique"
"19044",1961,"0.962842","ConantandDorich","NPL","Nepal"
"19045",1961,"1.000054","ConantandDorich","NLD","Netherlands"
"19046",1961,"0.999808","ConantandDorich","NZL","New Zealand"
"19047",1961,"1.000495","ConantandDorich","NIC","Nicaragua"
"19049",1961,"1.07379","ConantandDorich","NGA","Nigeria"
"19050",1961,"0.999823","ConantandDorich","NOR","Norway"
"19051",1961,"0.9987","ConantandDorich","PAK","Pakistan"
